DCTPep_ID,Cell_Line,Disease,Cancer_Classified,Assay,Activity,Testing_Time,Literature
DCTPep02929,SNU-638,Gastric adenocarcinoma,Carcinoma,SRB assay,IC50=2.2 µM,Not available,1
DCTPep02929,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50=8.6 µM,Not available,1
DCTPep02930,P388,Mouse lymphoma,Lymphoma,Not available,ED50=0.2 µg/ml,Not available,2
DCTPep02930,HCT 116,Colon carcinoma,Carcinoma,SRB assay,IC50=1.6 µM,Not available,1
DCTPep02930,SK-HEP-1,Liver and intrahepatic bile duct epithelial neoplasm,Carcinoma,SRB assay,IC50=1.7 µM,Not available,1
DCTPep02930,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50=2.8 µM,Not available,1
DCTPep02930,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50=3.2 µM,Not available,1
DCTPep02930,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,SRB assay,IC50=5.6 µM,Not available,1
DCTPep02930,SNU-638,Gastric adenocarcinoma,Carcinoma,SRB assay,IC50=6.9 µM,Not available,1
DCTPep02931,HCT 116,Colon carcinoma,Carcinoma,SRB assay,IC50=0.1 µM,Not available,1
DCTPep02931,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,SRB assay,IC50=0.29 µM,Not available,1
DCTPep02931,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50=0.54 µM,Not available,1
DCTPep02931,SNU-638,Gastric adenocarcinoma,Carcinoma,SRB assay,IC50=1.7 µM,Not available,1
DCTPep02931,SK-HEP-1,Liver and intrahepatic bile duct epithelial neoplasm,Carcinoma,SRB assay,IC50=2.3 µM,Not available,1
DCTPep02931,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50=2.5 µM,Not available,1
DCTPep02932,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02932,HCT 116,Colon carcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02932,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50>50 µM,3 days,2
DCTPep02932,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,SRB assay,IC50>50 µM,Not available,1
DCTPep02932,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02932,SK-HEP-1,Liver and intrahepatic bile duct epithelial neoplasm,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02932,SNU-638,Gastric adenocarcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02933,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02933,HCT 116,Colon carcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02933,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,SRB assay,IC50>50 µM,Not available,1
DCTPep02933,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02933,SK-HEP-1,Liver and intrahepatic bile duct epithelial neoplasm,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02933,SNU-638,Gastric adenocarcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02934,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=1.3 µM,3 days,2
DCTPep02934,SK-HEP-1,Liver and intrahepatic bile duct epithelial neoplasm,Carcinoma,SRB assay,IC50=11 µM,Not available,1
DCTPep02934,SNU-638,Gastric adenocarcinoma,Carcinoma,SRB assay,IC50=11 µM,Not available,1
DCTPep02934,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50=17 µM,Not available,1
DCTPep02934,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50=19 µM,Not available,1
DCTPep02934,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,SRB assay,IC50=3.9 µM,Not available,1
DCTPep02934,HCT 116,Colon carcinoma,Carcinoma,SRB assay,IC50=6.2 µM,Not available,1
DCTPep02935,A549,Lung adenocarcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02935,HCT 116,Colon carcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02935,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50>50 µM,3 days,2
DCTPep02935,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,SRB assay,IC50>50 µM,Not available,1
DCTPep02935,MDA-MB-231,Breast adenocarcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02935,SK-HEP-1,Liver and intrahepatic bile duct epithelial neoplasm,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02935,SNU-638,Gastric adenocarcinoma,Carcinoma,SRB assay,IC50>50 µM,Not available,1
DCTPep02936,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=25 µM,3 days,1
DCTPep02936,HCT 116,Colon carcinoma,Carcinoma,MTT assay,IC50=5 µM,3 days,1
DCTPep02937,HL-60,Adult acute myeloid leukemia; Acute myeloid leukemia,Leukemia,Not available,IC50 = 17 μg/mL,Not available,1
DCTPep02937,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=15 µM,3 days,2
DCTPep02937,HCT 116,Colon carcinoma,Carcinoma,MTT assay,IC50>50 µM,3 days,2
DCTPep02938,P388,Mouse lymphoma,Lymphoma,Not available,ED50=2.1 µg/ml,Not available,1
DCTPep02939,DU145,Prostate carcinoma,Carcinoma,Not available,GI50=0.14-0.74 μg/mL,Not available,1
DCTPep02939,KM20L2,Colon adenocarcinoma ,Carcinoma,Not available,GI50=0.14-0.74 μg/mL,Not available,1
DCTPep02939,NCI-H460,Lung large cell carcinoma,Carcinoma,Not available,GI50=0.14-0.74 μg/mL,Not available,1
DCTPep02939,OVCAR-3,High grade ovarian serous adenocarcinoma,Carcinoma,Not available,GI50=0.14-0.74 μg/mL,Not available,1
DCTPep02939,P388,Mouse lymphoma,Lymphoma,Not available,GI50=0.14-0.74 μg/mL,Not available,1
DCTPep02939,SF295,Glioblastoma,Blastoma,Not available,GI50=0.14-0.74 μg/mL,Not available,1
DCTPep02939,SK-MEL-5,Cutaneous melanoma,Carcinoma,Not available,GI50=0.14-0.74 μg/mL,Not available,1
DCTPep02940,P388,Mouse lymphoma,Lymphoma,Not available,ED50=7.5 μg/mL,Not available,1
DCTPep02941,P388,Mouse lymphoma,Lymphoma,Not available,ED50=0.33 μg/mL,Not available,1
DCTPep02942,P388,Mouse lymphoma,Lymphoma,Not available,ED50=0.18 μg/mL,Not available,1
DCTPep02943,P388,Mouse lymphoma,Lymphoma,Not available,ED50=3.2 μg/mL,Not available,1
DCTPep02944,P388,Mouse lymphoma,Lymphoma,Not available,ED50=2.8 μg/mL,Not available,1
DCTPep02945,P388,Mouse lymphoma,Lymphoma,Not available,ED50=0.0042 μg/mL,Not available,1
DCTPep02946,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=21.1 μM,72 h,1
DCTPep02946,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=82.8 μM,72 h,1
DCTPep02946,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=85.9 μM,72 h,1
DCTPep02947,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=16.7 μM,72 h,1
DCTPep02947,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=82.4 μM,72 h,1
DCTPep02947,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=85.2 μM,72 h,1
DCTPep02948,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=30.1 μM,72 h,1
DCTPep02948,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=75 μM,72 h,1
DCTPep02948,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=92.6 μM,72 h,1
DCTPep02949,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=29.8 μM,72 h,1
DCTPep02949,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=80.8 μM,72 h,1
DCTPep02949,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=89.7 μM,72 h,1
DCTPep02950,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=31.6 μM,72 h,1
DCTPep02950,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=83.3 μM,72 h,1
DCTPep02950,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=89.8 μM,72 h,1
DCTPep02951,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=70.4 μM,72 h,1
DCTPep02951,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=81.6 μM,72 h,1
DCTPep02951,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=87 μM,72 h,1
DCTPep02952,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=106 μM,72 h,1
DCTPep02952,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=34.7 μM,72 h,1
DCTPep02952,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=92 μM,72 h,1
DCTPep02953,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=100 μM,72 h,1
DCTPep02953,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=40.4 μM,72 h,1
DCTPep02953,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=87.8 μM,72 h,1
DCTPep02954,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=30.9 μM,72 h,1
DCTPep02954,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=85.6 μM,72 h,1
DCTPep02954,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=93.1 μM,72 h,1
DCTPep02955,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=35.2 μM,72 h,1
DCTPep02955,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=82.2 μM,72 h,1
DCTPep02955,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=89.8 μM,72 h,1
DCTPep02956,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=34.5 μM,72 h,1
DCTPep02956,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=77 μM,72 h,1
DCTPep02956,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=77.2 μM,72 h,1
DCTPep02957,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=34.7 μM,72 h,1
DCTPep02957,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=81.1 μM,72 h,1
DCTPep02957,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=85 μM,72 h,1
DCTPep02958,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=35.3 μM,72 h,1
DCTPep02958,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=84.3 μM,72 h,1
DCTPep02958,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=86.2 μM,72 h,1
DCTPep02959,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=32.2 μM,72 h,1
DCTPep02959,A2780-cisR,Ovarian endometrioid adenocarcinoma,Carcinoma,MTT assay,IC50=91.7 μM,72 h,1
DCTPep02959,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=91.8 μM,72 h,1
DCTPep02960,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,12.58±1.23% Inhibition=10 µM ; 28.64 ± 1.51% Inhibition=100 µM ,48 h,1
DCTPep02960,MCF-7 ,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,19.50 ± 1.34% Inhibition=10 µM; 27.49 ± 2.68% Inhibition=100 µM,48 h,1
DCTPep02960,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,21.55 ± 1.93% Inhibition=10 µM; 17.25 ± 1.66% Inhibition=100 µM,48 h,1
DCTPep02961,MCF-7 ,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,12.56 ± 1.03% Inhibition=10 µM; 23.58 ± 1.70% Inhibition=100 µM,48 h,1
DCTPep02961,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,21.33 ± 1.83% Inhibition=10 µM ; 28.45 ± 2.05% Inhibition=100 µM ,48 h,1
DCTPep02961,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,8.62 ± 0.78% Inhibition=10 µM; 26.74 ± 1.38% Inhibition=100 µM,48 h,1
DCTPep02962,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,12.58 ± 1.23% Inhibition=10 µM ; 23.46 ± 2.04% Inhibition=100 µM,48 h,1
DCTPep02962,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,6.87 ± 0.67% Inhibition=10 µM; 23.90 ± 2.25% Inhibition=100 µM,48 h,1
DCTPep02962,MCF-7 ,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,7.00 ± 0.56% Inhibition=10 µM; 21.19 ± 2.04% Inhibition=100 µM,48 h,1
DCTPep02963,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,14.29 ± 1.40% Inhibition=10 µM; 16.78 ± 1.65% Inhibition=100 µM,48 h,1
DCTPep02963,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,19.61 ± 0.82% Inhibition=10 µM ; 20.55 ± 2.03% Inhibition=100 µM,48 h,1
DCTPep02963,MCF-7 ,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,19.78 ± 1.86% Inhibition=10 µM; 21.94 ± 2.17% Inhibition=100 µM,48 h,1
DCTPep02964,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,30.56 ± 0.03% Inhibition=10 µM; 51.29 ± 0.01% Inhibition=100 µM,48 h,1
DCTPep02964,MCF-7 ,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,36.49 ± 0.02% Inhibition=10 µM; 56.08 ± 0.01% Inhibition=100 µM,48 h,1
DCTPep02964,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,43.92 ± 0.02% Inhibition=10 µM ; 57.79 ± 0.02% Inhibition=100 µM,48 h,1
DCTPep02965,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,32.41 ± 0.03% Inhibition=10 µM; 52.27 ± 0.02% Inhibition=100 µM,48 h,1
DCTPep02965,MCF-7 ,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,35.15 ± 0.01% Inhibition=10 µM; 56.08 ± 0.01% Inhibition=100 µM,48 h,1
DCTPep02965,HeLa ,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,54.61 ± 0.02% Inhibition=10 µM ; 57.79 ± 0.02% Inhibition=100 µM,48 h,1
DCTPep02966,HepG2,Hepatoblastoma,Blastoma,MTT assay,40% Killing=600 µg/ml,20 h,1
DCTPep02967,HepG2,Hepatoblastoma,Blastoma,MTT assay,46% Killing=600 µg/ml,20 h,1
DCTPep02968,HepG2,Hepatoblastoma,Blastoma,MTT assay,50% Killing=600 µg/ml,20 h,1
DCTPep02969,HepG2,Hepatoblastoma,Blastoma,MTT assay,39% Killing=600 µg/ml,20 h,1
DCTPep02970,HepG2,Hepatoblastoma,Blastoma,MTT assay,30% Killing=600 µg/ml,20 h,1
DCTPep02971,HepG2,Hepatoblastoma,Blastoma,MTT assay,34% Killing=600 µg/ml,20 h,1
DCTPep02972,HepG2,Hepatoblastoma,Blastoma,MTT assay,35% Killing=600 µg/ml,20 h,1
DCTPep02973,HepG2,Hepatoblastoma,Blastoma,MTT assay,34% Killing=600 µg/ml,20 h,1
DCTPep02974,HepG2,Hepatoblastoma,Blastoma,MTT assay,40% Killing=600 µg/ml,20 h,1
DCTPep02975,HepG2,Hepatoblastoma,Blastoma,MTT assay,34% Killing=600 µg/ml,20 h,1
DCTPep02976,HepG2,Hepatoblastoma,Blastoma,MTT assay,44% Killing=600 µg/ml,20 h,1
DCTPep02977,HepG2,Hepatoblastoma,Blastoma,MTT assay,46% Killing=600 µg/ml,20 h,1
DCTPep02978,HepG2,Hepatoblastoma,Blastoma,MTT assay,58% Killing=600 µg/ml,20 h,1
DCTPep02979,HepG2,Hepatoblastoma,Blastoma,MTT assay,54% Killing=600 µg/ml,20 h,1
DCTPep02980,HepG2,Hepatoblastoma,Blastoma,MTT assay,46% Killing=600 µg/ml,20 h,1
DCTPep02981,HepG2,Hepatoblastoma,Blastoma,MTT assay,43% Killing=600 µg/ml,20 h,1
DCTPep02982,HepG2,Hepatoblastoma,Blastoma,MTT assay,42% Killing=600 µg/ml,20 h,1
DCTPep02983,HepG2,Hepatoblastoma,Blastoma,MTT assay,46% Killing=600 µg/ml,20 h,1
DCTPep02984,HepG2,Hepatoblastoma,Blastoma,MTT assay,32% Killing=600 µg/ml,20 h,1
DCTPep02985,HepG2,Hepatoblastoma,Blastoma,MTT assay,46% Killing=600 µg/ml,20 h,1
DCTPep02986,HepG2,Hepatoblastoma,Blastoma,MTT assay,44% Killing=600 µg/ml,20 h,1
DCTPep02987,HepG2,Hepatoblastoma,Blastoma,MTT assay,46% Killing=600 µg/ml,20 h,1
DCTPep02988,HepG2,Hepatoblastoma,Blastoma,MTT assay,58% Killing=600 µg/ml,20 h,1
DCTPep02989,HepG2,Hepatoblastoma,Blastoma,MTT assay,50% Killing=600 µg/ml,20 h,1
DCTPep02990,HepG2,Hepatoblastoma,Blastoma,MTT assay,43% Killing=600 µg/ml,20 h,1
DCTPep02991,HepG2,Hepatoblastoma,Blastoma,MTT assay,38% Killing=600 µg/ml,20 h,1
DCTPep02992,HepG2,Hepatoblastoma,Blastoma,MTT assay,38% Killing=600 µg/ml,20 h,1
DCTPep02993,HepG2,Hepatoblastoma,Blastoma,MTT assay,38% Killing=600 µg/ml,20 h,1
DCTPep02994,HepG2,Hepatoblastoma,Blastoma,MTT assay,46% Killing=600 µg/ml,20 h,1
DCTPep02995,HepG2,Hepatoblastoma,Blastoma,MTT assay,43% Killing=600 µg/ml,20 h,1
DCTPep02996,HepG2,Hepatoblastoma,Blastoma,MTT assay,64% Killing=600 µg/ml,20 h,1
DCTPep02997,HepG2,Hepatoblastoma,Blastoma,MTT assay,48% Killing=600 µg/ml,20 h,1
DCTPep02998,HepG2,Hepatoblastoma,Blastoma,MTT assay,51% Killing=600 µg/ml,20 h,1
DCTPep02999,HepG2,Hepatoblastoma,Blastoma,MTT assay,56% Killing=600 µg/ml,20 h,1
DCTPep03000,HepG2,Hepatoblastoma,Blastoma,MTT assay,61% Killing=600 µg/ml,20 h,1
DCTPep03001,HepG2,Hepatoblastoma,Blastoma,MTT assay,50% Killing=600 µg/ml,20 h,1
DCTPep03002,HepG2,Hepatoblastoma,Blastoma,MTT assay,48% Killing=600 µg/ml,20 h,1
DCTPep03003,HepG2,Hepatoblastoma,Blastoma,MTT assay,54% Killing=600 µg/ml,20 h,1
DCTPep03004,HepG2,Hepatoblastoma,Blastoma,MTT assay,25% Killing=600 µg/ml,20 h,1
DCTPep03005,HepG2,Hepatoblastoma,Blastoma,MTT assay,27% Killing=600 µg/ml,20 h,1
DCTPep03006,HepG2,Hepatoblastoma,Blastoma,MTT assay,38% Killing=600 µg/ml,20 h,1
DCTPep03007,HepG2,Hepatoblastoma,Blastoma,MTT assay,41% Killing=600 µg/ml,20 h,1
DCTPep03008,HepG2,Hepatoblastoma,Blastoma,MTT assay,30% Killing=600 µg/ml,20 h,1
DCTPep03009,HepG2,Hepatoblastoma,Blastoma,MTT assay,28% Killing=600 µg/ml,20 h,1
DCTPep03010,HepG2,Hepatoblastoma,Blastoma,MTT assay,22% Killing=600 µg/ml,20 h,1
DCTPep03011,HepG2,Hepatoblastoma,Blastoma,MTT assay,34% Killing=600 µg/ml,20 h,1
DCTPep03012,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=12.22 μM,24 h,1
DCTPep03012,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=6.38 μM ,24 h,1
DCTPep03013,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=38.64 μM,24 h,1
DCTPep03013,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=38.92 μM ,24 h,1
DCTPep03014,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=40.46 μM,24 h,1
DCTPep03014,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=47.37 μM,24 h,1
DCTPep03015,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=31.84 μM,24 h,1
DCTPep03015,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=47.37 μM,24 h,1
DCTPep03016,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=42.81 μM,24 h,1
DCTPep03016,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50>100 μM,24 h,1
DCTPep03017,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=29.8 μM,24 h,1
DCTPep03017,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50>100 μM,24 h,1
DCTPep03018,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=36.08 μM,24 h,1
DCTPep03018,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=55.61 μM,24 h,1
DCTPep03019,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=39.37 μM,24 h,1
DCTPep03019,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=48.48 μM,24 h,1
DCTPep03020,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=29.94 μM,24 h,1
DCTPep03020,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=29.95 μM,24 h,1
DCTPep03021,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=51.72 μM,24 h,1
DCTPep03021,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=73.93 μM,24 h,1
DCTPep03022,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50>100 μM,24 h,1
DCTPep03022,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50>100 μM,24 h,1
DCTPep03023,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50>100 μM,24 h,1
DCTPep03023,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50>100 μM,24 h,1
DCTPep03024,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50>100 μM,24 h,1
DCTPep03024,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50>100 μM,24 h,1
DCTPep03025,MDA-MB-231 (Bc1-xL dependent),Breast adenocarcinoma,Carcinoma,Not available,EC50=1.006 ± 0.337 μM,Not available,1
DCTPep03025,OCI-Ly1 (Bcl-2 dependent),Diffuse large B-cell lymphoma,Lymphoma,Not available,EC50=1.967 ± 0.48 μM,Not available,1
DCTPep03026,OCI-Ly1 (Bcl-2 dependent),Diffuse large B-cell lymphoma,Lymphoma,Not available,EC50=228 ± 56 nM,Not available,1
DCTPep03026,MDA-MB-231 (Bc1-xL dependent),Breast adenocarcinoma,Carcinoma,Not available,EC50=50 ± 16 nM,Not available,1
DCTPep03029,MDA-MB-231 (Bc1-xL dependent),Breast adenocarcinoma,Carcinoma,Not available,EC50=12 ± 4 nM,Not available,1
DCTPep03029,OCI-Ly1 (Bcl-2 dependent),Diffuse large B-cell lymphoma,Lymphoma,Not available,EC50=37 ± 9 nM,Not available,1
DCTPep03032,MDA-MB-231 (Bc1-xL dependent),Breast adenocarcinoma,Carcinoma,Not available,EC50=82 ± 27 nM,Not available,1
DCTPep03032,OCI-Ly1 (Bcl-2 dependent),Diffuse large B-cell lymphoma,Lymphoma,Not available,EC50=911 ± 222 nM,Not available,1
DCTPep03033,OCI-Ly1 (Bcl-2 dependent),Diffuse large B-cell lymphoma,Lymphoma,Not available,EC50=3.325 ± 0.812 μM,Not available,1
DCTPep03033,MDA-MB-231 (Bc1-xL dependent),Breast adenocarcinoma,Carcinoma,Not available,EC50=847 ± 284 nM,Not available,1
DCTPep03034,MDA-MB-231 (Bc1-xL dependent),Breast adenocarcinoma,Carcinoma,Not available,EC50=159 ± 53 nM,Not available,1
DCTPep03034,OCI-Ly1 (Bcl-2 dependent),Diffuse large B-cell lymphoma,Lymphoma,Not available,EC50=3.435 ± 0.839 μM,Not available,1
DCTPep03047,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,MTT assay,18% Killing= 50 μM,48 h,1
DCTPep03047,HL-60,Adult acute myeloid leukemia; Acute myeloid leukemia,Leukemia,MTT assay,23% Killing= 50 μM,48 h,1
DCTPep03047,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,25% Killing= 50 μM,48 h,1
DCTPep03051,HL-60,Adult acute myeloid leukemia; Acute myeloid leukemia,Leukemia,MTT assay,21% Killing= 50 μM,48 h,1
DCTPep03051,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,26% Killing= 50 μM,48 h,1
